"Type","Code","Name","LEI code","Address"
"AIFM REG","A00003876","TENSOR VENTURES GP S.À R.L.","","7, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00003974","TROPEA GP LUXEMBOURG S.À R.L.","98450093CBA209E1B951","68, rue de Strasbourg L-2560 Luxembourg"
"AIFM REG","A00004045","SEINE CAPITAL GP","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00004046","326 MANAGEMENT","","1a, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003207","LEAPN DECISIVE SB GP S.À R.L.","","1, Haaptstrooss L-6869 Wecker"
"AIFM REG","A00002899","ATRIA CAPITAL S.À R.L.","549300ACB7GNLNPHA921","9, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00003306","DIVERGENT INVESTMENTS S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002932","HILLTOP INVESTMENT PARTNERS GP S.À R.L.","","28, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00004056","REAL INVESTMENTS VI (GP) S.À R.L.","","370, route de Longwy L-1940 Luxembourg"
"AIFM REG","A00002602","AXIOMATIC","","5b, rue François Hogenberg L-1735 Luxembourg"
"AIFM REG","A00003861","PRESTO TECH HORIZONS GP S.À R.L.","","73-75, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00001019","HV HOLTZBRINCK VENTURES GP LUX S.A R.L.","","6D, route de Trèves L-2633 Senningerberg"
"AIFM REG","A00004065","OTS MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00004066","GENESIS GP5 S.À R.L.","","18, rue de l'Eau L-1449 Luxembourg"
"AIFM REG","A00003019","GII FUND GP, SARL","","11-13, boulevard de la Foire L-1528 Luxembourg"
"AIFM REG","A00003107","RUN AM S.À R.L.","549300RPK5S7EYBDXL69","2, rue Ste Zithe L-2763 Luxembourg"
"AIFM REG","A00002863","TIOGA CAPITAL PARTNERS GP","","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003280","PE CLUB ADVISORS S.À R.L.","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003265","ACG GROUP GP S.À R.L.","254900CWWFEDXXB6SE38","106, route d'Esch L-1470 Luxembourg"
"AIFM REG","A00003611","ALSA VENTURES I GP S.À R.L.","","22, Rue des Bruyères L-1274 Howald"
"AIFM REG","A00002687","KHARIS CAPITAL GP","","12F, rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00004080","JERMYN STREET S.À R.L.","9845001EFCD8JEN55142","16, rue Erasme L-1468 Luxembourg"
"AIFM REG","A00003594","VERIS MANAGEMENT","213800LAYJ5Y1HQNXR74","9, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00004083","EXPEDITIONS II S.À. R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00004087","KAYA VC GP SARL","","12, Rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00004089","VINCI GP (LUX) S.À.R.L.","","9, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00003946","CONCORDE MANAGER SARL","254900D14ES4KF9EM126","7, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00004059","LEVEL-UP","5299008P7UXV557H7D31","24, rue Astrid L-1143 Luxembourg"
"AIFM REG","A00004061","HILMAR CAPITAL GP S.A.R.L.","894500YL0UE3WRR0C616","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00001733","VAL (LUX) III S.À R.L.","","295, rue de Luxembourg L-8077 Bertrange"
"AIFM REG","A00004092","FARMFIN DAF S.À R.L.","","16, rue Erasme L-1468 Luxembourg"
"AIFM REG","A00004150","HAMOAN CAPITAL MANAGEMENT","","6, rue d'Arlon L-8399 Windhof "
"AIFM REG","A00003111","DAA VENTURES SARL","","1, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00000244","FAMILIAR S.A., SICAV-SIF","2221006OFM2YPOJOXT49","94, rue du Grünewald L-1912 Luxembourg"
"AIFM REG","A00003305","CITIUS FUND I, GP","2221003VXFMBJQWD1O53","4, Rue du Fort Wallis L-2714 Luxembourg"
"AIFM REG","A00003910","B&B CAPITAL PARTNERS GP S.À R.L.","","4, rue du Marché-aux-Herbes L-1728 Luxembourg"
"AIFM REG","A00000201","BRODE CAPITAL PARTNERS SÀRL","","7, rue Robert Stümper L-2557 Luxembourg"
"AIFM REG","A00004100","QUERCUS ALTERNATIVE INVESTMENTS SARL","","12C, Rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00005000","BY VENTURE PARTNERS III (GP) S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
